"Data";"Liga";"Jogo";"Mercado";"Odd";"Stake€";"Resultado";"Lucro€";"Notas";"Origem"
"2026-04-18";"Bundesliga";"Union Berlin x Vfl Wolfsburg";"O2.5";"1.79";"1";"W";"";"";"Manual"
