Date,HomeTeam,AwayTeam,FTHG,FTAG
28/02/2026,Incheon United,FC Seoul,1,2
28/02/2026,Ulsan Hyundai FC,Gangwon FC,3,1
01/03/2026,Jeju United FC,Gwangju FC,0,0
01/03/2026,Jeonbuk Motors,Bucheon FC 1995,2,3
02/03/2026,Daejeon Citizen,FC Anyang,1,1
07/03/2026,Bucheon FC 1995,Daejeon Citizen,1,1
07/03/2026,Gwangju FC,Incheon United,3,2
08/03/2026,FC Anyang,Jeju United FC,2,1
08/03/2026,Gimcheon Sangmu FC,Jeonbuk Motors,1,1
14/03/2026,Daejeon Citizen,Gimcheon Sangmu FC,1,1
14/03/2026,Gwangju FC,Jeonbuk Motors,0,0
15/03/2026,Bucheon FC 1995,Ulsan Hyundai FC,1,2
15/03/2026,Gangwon FC,FC Anyang,1,1
15/03/2026,Jeju United FC,FC Seoul,1,2
15/03/2026,Pohang Steelers,Incheon United,1,1
17/03/2026,Gimcheon Sangmu FC,Gwangju FC,1,1
18/03/2026,Bucheon FC 1995,Gangwon FC,0,0
18/03/2026,Incheon United,Daejeon Citizen,1,3
18/03/2026,Jeju United FC,Ulsan Hyundai FC,0,2
18/03/2026,Jeonbuk Motors,FC Anyang,2,1
18/03/2026,Pohang Steelers,FC Seoul,0,1
21/03/2026,Daejeon Citizen,Jeonbuk Motors,0,1
22/03/2026,FC Anyang,Incheon United,0,1
22/03/2026,FC Seoul,Gwangju FC,5,0
22/03/2026,Gangwon FC,Jeju United FC,1,1
22/03/2026,Pohang Steelers,Bucheon FC 1995,0,0
22/03/2026,Ulsan Hyundai FC,Gimcheon Sangmu FC,0,0
28/03/2026,Pohang Steelers,Gangwon FC,1,0
04/04/2026,Gangwon FC,Gwangju FC,3,0
04/04/2026,Jeju United FC,Bucheon FC 1995,1,0
04/04/2026,Jeonbuk Motors,Ulsan Hyundai FC,2,0
04/04/2026,Pohang Steelers,Daejeon Citizen,1,0
05/04/2026,FC Anyang,FC Seoul,1,1
05/04/2026,Incheon United,Gimcheon Sangmu FC,2,1
11/04/2026,FC Seoul,Jeonbuk Motors,1,0
11/04/2026,Gwangju FC,Bucheon FC 1995,0,1
11/04/2026,Incheon United,Ulsan Hyundai FC,1,2
11/04/2026,Pohang Steelers,Jeju United FC,0,2
12/04/2026,Daejeon Citizen,Gangwon FC,0,2
12/04/2026,Gimcheon Sangmu FC,FC Anyang,1,1
15/04/2026,Ulsan Hyundai FC,FC Seoul,1,4
18/04/2026,Bucheon FC 1995,Incheon United,2,2
18/04/2026,FC Seoul,Daejeon Citizen,0,1
18/04/2026,Gangwon FC,Jeonbuk Motors,1,1
18/04/2026,Jeju United FC,Gimcheon Sangmu FC,1,1
19/04/2026,Pohang Steelers,FC Anyang,0,1
19/04/2026,Ulsan Hyundai FC,Gwangju FC,5,1
21/04/2026,FC Seoul,Bucheon FC 1995,3,0
21/04/2026,Gimcheon Sangmu FC,Gangwon FC,0,3
21/04/2026,Jeonbuk Motors,Incheon United,1,2
22/04/2026,Daejeon Citizen,Jeju United FC,0,1
22/04/2026,FC Anyang,Ulsan Hyundai FC,1,1
