Date,HomeTeam,AwayTeam,FTHG,FTAG
23/05/2026,Chicago Fire II,Huntsville City,4,0
23/05/2026,New York City II,FC Cincinnati II,2,0
23/05/2026,Philadelphia Union II,Atlanta United II,2,1
23/05/2026,Sporting KC II,Austin II,0,3
23/05/2026,Tacoma Defiance,Ventura County,1,0
24/05/2026,Chattanooga,Carolina Core,1,0
24/05/2026,Minnesota United II,Colorado Rapids II,2,0
24/05/2026,New York RB II,Connecticut FC,1,3
24/05/2026,Orlando City II,Inter Miami II,4,1
24/05/2026,Portland Timbers II,Houston Dynamo FC II,0,3
24/05/2026,Vancouver Whitecaps II,Real Monarchs,1,3
29/05/2026,Toronto II,Philadelphia Union II,2,1
30/05/2026,New York City II,Columbus Crew II,2,3
30/05/2026,Real Monarchs,Sporting KC II,1,3
30/05/2026,St. Louis City II,North Texas,2,0
31/05/2026,Orlando City II,Chattanooga,5,2
31/05/2026,Portland Timbers II,Tacoma Defiance,1,0
31/05/2026,Ventura County,Vancouver Whitecaps II,2,1
05/06/2026,Crown Legacy,Philadelphia Union II,1,0
05/06/2026,Toronto II,Huntsville City,2,1
06/06/2026,Atlanta United II,Chicago Fire II,3,0
06/06/2026,Chattanooga,New York RB II,4,0
06/06/2026,Vancouver Whitecaps II,Portland Timbers II,0,1
07/06/2026,FC Cincinnati II,New England II,0,1
07/06/2026,Orlando City II,Carolina Core,3,2
07/06/2026,Ventura County,Houston Dynamo FC II,3,1
08/06/2026,Austin II,Los Angeles FC II,2,0
08/06/2026,Columbus Crew II,Connecticut FC,2,1
08/06/2026,The Town,Real Monarchs,3,0
09/06/2026,Minnesota United II,Sporting KC II,4,3
13/06/2026,Real Monarchs,Portland Timbers II,4,1
14/06/2026,Carolina Core,Crown Legacy,2,0
14/06/2026,Chicago Fire II,Inter Miami II,3,1
14/06/2026,FC Cincinnati II,Columbus Crew II,0,1
14/06/2026,Huntsville City,Orlando City II,1,2
14/06/2026,Minnesota United II,Austin II,1,3
14/06/2026,New England II,New York RB II,2,1
14/06/2026,Philadelphia Union II,New York City II,0,1
14/06/2026,Toronto II,Connecticut FC,2,4
17/06/2026,New York City II,Carolina Core,3,2
18/06/2026,Connecticut FC,FC Cincinnati II,4,0
18/06/2026,Tacoma Defiance,Houston Dynamo FC II,2,1
18/06/2026,Vancouver Whitecaps II,The Town,3,2
20/06/2026,Minnesota United II,St. Louis City II,5,2
21/06/2026,Colorado Rapids II,Portland Timbers II,0,2
21/06/2026,Columbus Crew II,Atlanta United II,3,2
21/06/2026,New England II,Chicago Fire II,1,2
21/06/2026,New York RB II,Toronto II,5,0
21/06/2026,Orlando City II,Philadelphia Union II,1,2
22/06/2026,Austin II,Sporting KC II,2,1
22/06/2026,Tacoma Defiance,Real Monarchs,1,0
25/06/2026,Los Angeles FC II,Minnesota United II,1,0
26/06/2026,Connecticut FC,New York City II,1,4
27/06/2026,Portland Timbers II,The Town,2,3
28/06/2026,Carolina Core,Huntsville City,1,0
28/06/2026,Colorado Rapids II,Vancouver Whitecaps II,1,0
28/06/2026,FC Cincinnati II,Inter Miami II,1,0
28/06/2026,New York RB II,Philadelphia Union II,5,0
28/06/2026,St. Louis City II,Austin II,0,2
28/06/2026,Toronto II,New England II,1,3
28/06/2026,Ventura County,Real Monarchs,3,1
29/06/2026,Los Angeles FC II,Houston Dynamo FC II,3,1
04/07/2026,Atlanta United II,Toronto II,1,0
04/07/2026,Chattanooga,Inter Miami II,1,0
05/07/2026,Connecticut FC,Carolina Core,3,1
05/07/2026,Houston Dynamo FC II,Minnesota United II,4,0
05/07/2026,New England II,Philadelphia Union II,0,4
05/07/2026,North Texas,St. Louis City II,3,0
06/07/2026,Austin II,Colorado Rapids II,3,2
06/07/2026,Tacoma Defiance,Portland Timbers II,0,2
08/07/2026,The Town,Sporting KC II,6,1
08/07/2026,Vancouver Whitecaps II,Ventura County,3,2
11/07/2026,Atlanta United II,Inter Miami II,4,1
11/07/2026,Crown Legacy,New York City II,0,3
11/07/2026,Houston Dynamo FC II,St. Louis City II,2,1
12/07/2026,Chicago Fire II,New York RB II,3,0
