Date,HomeTeam,AwayTeam,FTHG,FTAG
12/01/2025,Le Havre,Lens,1,2
12/01/2025,Montpellier,Angers,1,3
12/01/2025,Toulouse,Strasbourg,1,2
12/01/2025,Paris SG,St Etienne,2,1
17/01/2025,Montpellier,Monaco,2,1
17/01/2025,Lille,Nice,2,1
18/01/2025,Lens,Paris SG,1,2
18/01/2025,Rennes,Brest,1,2
18/01/2025,Lyon,Toulouse,0,0
19/01/2025,St Etienne,Nantes,1,1
19/01/2025,Angers,Auxerre,2,0
19/01/2025,Reims,Le Havre,1,1
19/01/2025,Marseille,Strasbourg,1,1
24/01/2025,Auxerre,St Etienne,1,1
25/01/2025,Monaco,Rennes,3,2
25/01/2025,Strasbourg,Lille,2,1
25/01/2025,Paris SG,Reims,1,1
26/01/2025,Le Havre,Brest,0,1
26/01/2025,Lens,Angers,1,0
26/01/2025,Nantes,Lyon,1,1
26/01/2025,Toulouse,Montpellier,1,2
26/01/2025,Nice,Marseille,2,0
31/01/2025,Montpellier,Lens,0,2
01/02/2025,Brest,Paris SG,2,5
01/02/2025,Monaco,Auxerre,4,2
01/02/2025,Lille,St Etienne,4,1
02/02/2025,Toulouse,Nice,1,1
02/02/2025,Angers,Le Havre,1,1
02/02/2025,Reims,Nantes,1,2
02/02/2025,Rennes,Strasbourg,1,0
02/02/2025,Marseille,Lyon,3,2
07/02/2025,Nantes,Brest,0,2
07/02/2025,Paris SG,Monaco,4,1
08/02/2025,Nice,Lens,2,0
08/02/2025,Lille,Le Havre,1,2
08/02/2025,St Etienne,Rennes,0,2
09/02/2025,Lyon,Reims,4,0
09/02/2025,Auxerre,Toulouse,2,2
09/02/2025,Strasbourg,Montpellier,2,0
09/02/2025,Angers,Marseille,0,2
14/02/2025,Brest,Auxerre,2,2
15/02/2025,Marseille,St Etienne,5,1
15/02/2025,Monaco,Nantes,7,1
15/02/2025,Toulouse,Paris SG,0,1
16/02/2025,Montpellier,Lyon,1,4
16/02/2025,Le Havre,Nice,1,3
16/02/2025,Lens,Strasbourg,0,2
16/02/2025,Reims,Angers,0,1
16/02/2025,Rennes,Lille,0,2
21/02/2025,Rennes,Reims,1,0
22/02/2025,Lille,Monaco,2,1
22/02/2025,St Etienne,Angers,3,3
22/02/2025,Auxerre,Marseille,3,0
23/02/2025,Nantes,Lens,3,1
23/02/2025,Le Havre,Toulouse,1,4
23/02/2025,Nice,Montpellier,2,0
23/02/2025,Strasbourg,Brest,0,0
23/02/2025,Lyon,Paris SG,2,3
28/02/2025,Monaco,Reims,3,0
01/03/2025,St Etienne,Nice,1,3
01/03/2025,Lens,Le Havre,3,4
01/03/2025,Paris SG,Lille,4,1
02/03/2025,Lyon,Brest,2,1
02/03/2025,Angers,Toulouse,0,4
02/03/2025,Auxerre,Strasbourg,0,1
02/03/2025,Montpellier,Rennes,0,4
02/03/2025,Marseille,Nantes,2,0
07/03/2025,Toulouse,Monaco,1,1
08/03/2025,Rennes,Paris SG,1,4
08/03/2025,Lille,Montpellier,1,0
08/03/2025,Marseille,Lens,0,1
09/03/2025,Brest,Angers,2,0
09/03/2025,Le Havre,St Etienne,1,1
09/03/2025,Nantes,Strasbourg,0,1
09/03/2025,Reims,Auxerre,0,2
09/03/2025,Nice,Lyon,0,2
14/03/2025,Nice,Auxerre,1,1
15/03/2025,Nantes,Lille,1,0
15/03/2025,Angers,Monaco,0,2
15/03/2025,Lens,Rennes,1,0
16/03/2025,Lyon,Le Havre,4,2
16/03/2025,Brest,Reims,0,0
16/03/2025,Montpellier,St Etienne,0,2
16/03/2025,Strasbourg,Toulouse,2,1
16/03/2025,Paris SG,Marseille,3,1
28/03/2025,Strasbourg,Lyon,4,2
29/03/2025,Reims,Marseille,3,1
29/03/2025,St Etienne,Paris SG,1,6
29/03/2025,Monaco,Nice,2,1
30/03/2025,Toulouse,Brest,2,4
30/03/2025,Angers,Rennes,0,3
30/03/2025,Auxerre,Montpellier,1,0
30/03/2025,Le Havre,Nantes,3,2
30/03/2025,Lille,Lens,1,0
04/04/2025,Nice,Nantes,1,2
05/04/2025,Paris SG,Angers,1,0
05/04/2025,Brest,Monaco,2,1
05/04/2025,Lyon,Lille,2,1
06/04/2025,Lens,St Etienne,1,0
06/04/2025,Montpellier,Le Havre,0,2
06/04/2025,Reims,Strasbourg,0,1
06/04/2025,Rennes,Auxerre,0,1
06/04/2025,Marseille,Toulouse,3,2
11/04/2025,Lens,Reims,0,2
12/04/2025,Monaco,Marseille,3,0
12/04/2025,Toulouse,Lille,1,2
12/04/2025,Strasbourg,Nice,2,2
13/04/2025,St Etienne,Brest,3,3
13/04/2025,Angers,Montpellier,2,0
13/04/2025,Le Havre,Rennes,1,5
13/04/2025,Auxerre,Lyon,1,3
18/04/2025,Rennes,Nantes,2,1
19/04/2025,Paris SG,Le Havre,2,1
19/04/2025,Monaco,Strasbourg,0,0
19/04/2025,Marseille,Montpellier,5,1
20/04/2025,Lille,Auxerre,3,1
20/04/2025,Brest,Lens,1,3
20/04/2025,Nice,Angers,2,1
20/04/2025,Reims,Toulouse,1,0
20/04/2025,St Etienne,Lyon,2,1
22/04/2025,Nantes,Paris SG,1,1
25/04/2025,Paris SG,Nice,1,3
26/04/2025,Strasbourg,St Etienne,3,1
26/04/2025,Le Havre,Monaco,1,1
26/04/2025,Lyon,Rennes,4,1
27/04/2025,Angers,Lille,0,2
27/04/2025,Lens,Auxerre,0,4
27/04/2025,Montpellier,Reims,0,0
27/04/2025,Nantes,Toulouse,0,0
27/04/2025,Marseille,Brest,4,1
02/05/2025,Nice,Reims,1,0
03/05/2025,Strasbourg,Paris SG,2,1
03/05/2025,Toulouse,Rennes,2,1
03/05/2025,St Etienne,Monaco,1,3
04/05/2025,Nantes,Angers,0,1
04/05/2025,Auxerre,Le Havre,1,2
04/05/2025,Brest,Montpellier,1,0
04/05/2025,Lyon,Lens,1,2
04/05/2025,Lille,Marseille,1,1
10/05/2025,Angers,Strasbourg,2,1
10/05/2025,Auxerre,Nantes,1,1
10/05/2025,Brest,Lille,2,0
10/05/2025,Le Havre,Marseille,1,3
10/05/2025,Monaco,Lyon,2,0
10/05/2025,Montpellier,Paris SG,1,4
10/05/2025,Reims,St Etienne,0,2
10/05/2025,Rennes,Nice,2,0
10/05/2025,Toulouse,Lens,1,1
17/05/2025,Lens,Monaco,4,0
17/05/2025,Lille,Reims,2,1
17/05/2025,Lyon,Angers,2,0
17/05/2025,Marseille,Rennes,4,2
17/05/2025,Nantes,Montpellier,3,0
17/05/2025,Nice,Brest,6,0
17/05/2025,Paris SG,Auxerre,3,1
17/05/2025,St Etienne,Toulouse,2,3
17/05/2025,Strasbourg,Le Havre,2,3
15/08/2025,Rennes,Marseille,1,0
16/08/2025,Lens,Lyon,0,1
16/08/2025,Monaco,Le Havre,3,1
16/08/2025,Nice,Toulouse,0,1
17/08/2025,Brest,Lille,3,3
17/08/2025,Angers,Paris FC,1,0
17/08/2025,Auxerre,Lorient,1,0
17/08/2025,Metz,Strasbourg,0,1
17/08/2025,Nantes,Paris SG,0,1
22/08/2025,Paris SG,Angers,1,0
23/08/2025,Marseille,Paris FC,5,2
23/08/2025,Nice,Auxerre,3,1
23/08/2025,Lyon,Metz,3,0
24/08/2025,Lorient,Rennes,4,0
24/08/2025,Le Havre,Lens,1,2
24/08/2025,Strasbourg,Nantes,1,0
24/08/2025,Toulouse,Brest,2,0
24/08/2025,Lille,Monaco,1,0
29/08/2025,Lens,Brest,3,1
30/08/2025,Lorient,Lille,1,7
30/08/2025,Nantes,Auxerre,1,0
30/08/2025,Toulouse,Paris SG,3,6
31/08/2025,Angers,Rennes,1,1
31/08/2025,Le Havre,Nice,3,1
31/08/2025,Monaco,Strasbourg,3,2
31/08/2025,Paris FC,Metz,3,2
31/08/2025,Lyon,Marseille,1,0
12/09/2025,Marseille,Lorient,4,0
13/09/2025,Nice,Nantes,1,0
13/09/2025,Auxerre,Monaco,1,2
14/09/2025,Lille,Toulouse,2,1
14/09/2025,Brest,Paris FC,1,2
14/09/2025,Metz,Angers,1,1
14/09/2025,Paris SG,Lens,2,0
14/09/2025,Strasbourg,Le Havre,1,0
14/09/2025,Rennes,Lyon,3,1
19/09/2025,Lyon,Angers,1,0
20/09/2025,Nantes,Rennes,2,2
