Date,HomeTeam,AwayTeam,FTHG,FTAG
06/02/2026,Chaves,Penafiel,0,1
06/02/2026,FC Porto B,Academico Viseu,3,1
07/02/2026,Leixoes,Feirense,2,1
07/02/2026,Lusitânia Lourosa,Felgueiras 1932,2,1
07/02/2026,Maritimo,Farense,0,1
07/02/2026,Oliveirense,Vizela,3,0
08/02/2026,Torreense,União de Leiria,3,1
09/02/2026,Portimonense,Benfica B,1,1
10/02/2026,Pacos Ferreira,Sporting CP B,0,3
14/02/2026,Academico Viseu,Oliveirense,4,1
14/02/2026,Benfica B,Felgueiras 1932,4,2
14/02/2026,Farense,Leixoes,1,2
14/02/2026,Feirense,Chaves,1,0
15/02/2026,Pacos Ferreira,Torreense,0,0
15/02/2026,Sporting CP B,Portimonense,4,3
15/02/2026,União de Leiria,FC Porto B,2,2
15/02/2026,Vizela,Maritimo,0,3
16/02/2026,Penafiel,Lusitânia Lourosa,2,0
20/02/2026,Leixoes,Vizela,1,2
21/02/2026,Maritimo,Sporting CP B,1,0
21/02/2026,Oliveirense,União de Leiria,2,4
21/02/2026,Torreense,Benfica B,1,0
22/02/2026,Chaves,Farense,2,0
22/02/2026,Felgueiras 1932,Penafiel,0,0
22/02/2026,Lusitânia Lourosa,Feirense,1,0
22/02/2026,Portimonense,Academico Viseu,0,1
23/02/2026,FC Porto B,Pacos Ferreira,1,0
28/02/2026,Sporting CP B,Leixoes,0,1
28/02/2026,Torreense,FC Porto B,0,3
28/02/2026,União de Leiria,Portimonense,1,0
28/02/2026,Vizela,Chaves,3,2
01/03/2026,Academico Viseu,Maritimo,3,1
01/03/2026,Farense,Lusitânia Lourosa,2,1
01/03/2026,Pacos Ferreira,Oliveirense,0,0
01/03/2026,Penafiel,Benfica B,1,1
02/03/2026,Feirense,Felgueiras 1932,0,0
06/03/2026,Chaves,Academico Viseu,1,0
07/03/2026,Oliveirense,Torreense,0,3
07/03/2026,Penafiel,Farense,1,1
07/03/2026,Portimonense,Pacos Ferreira,2,3
08/03/2026,Felgueiras 1932,Vizela,0,1
08/03/2026,Leixoes,União de Leiria,1,4
08/03/2026,Lusitânia Lourosa,Sporting CP B,1,0
08/03/2026,Maritimo,FC Porto B,2,1
09/03/2026,Benfica B,Feirense,3,0
13/03/2026,Farense,Felgueiras 1932,0,0
13/03/2026,Sporting CP B,Chaves,0,1
14/03/2026,Academico Viseu,Leixoes,3,1
14/03/2026,Pacos Ferreira,Benfica B,1,0
15/03/2026,Feirense,Penafiel,1,0
15/03/2026,União de Leiria,Maritimo,1,2
15/03/2026,Vizela,Lusitânia Lourosa,4,3
16/03/2026,FC Porto B,Oliveirense,0,0
16/03/2026,Torreense,Portimonense,1,0
20/03/2026,Chaves,União de Leiria,0,2
21/03/2026,Lusitânia Lourosa,Academico Viseu,0,3
21/03/2026,Maritimo,Oliveirense,1,0
21/03/2026,Penafiel,Vizela,0,1
21/03/2026,Portimonense,FC Porto B,2,1
22/03/2026,Benfica B,Farense,1,0
22/03/2026,Feirense,Sporting CP B,1,2
22/03/2026,Felgueiras 1932,Torreense,0,3
22/03/2026,Leixoes,Pacos Ferreira,3,2
29/03/2026,União de Leiria,Pacos Ferreira,2,0
03/04/2026,Oliveirense,Portimonense,1,2
04/04/2026,Academico Viseu,Felgueiras 1932,0,1
04/04/2026,Farense,Feirense,0,1
04/04/2026,Pacos Ferreira,Maritimo,0,0
04/04/2026,Sporting CP B,Penafiel,1,2
05/04/2026,União de Leiria,Lusitânia Lourosa,0,0
06/04/2026,FC Porto B,Chaves,3,0
06/04/2026,Torreense,Leixoes,1,1
07/04/2026,Vizela,Benfica B,1,2
10/04/2026,Felgueiras 1932,Pacos Ferreira,0,0
11/04/2026,Benfica B,União de Leiria,2,2
11/04/2026,Chaves,Torreense,2,0
