Date,HomeTeam,AwayTeam,FTHG,FTAG
05/10/2025,IF Brommapojkarna,BK Hacken,1,3
05/10/2025,IFK Goteborg,Hammarby FF,1,2
05/10/2025,Sirius,Malmo FF,5,1
18/10/2025,BK Hacken,Sirius,1,1
18/10/2025,IFK Norrkoping,Malmo FF,0,2
19/10/2025,Gais,Djurgardens IF,3,2
19/10/2025,Hammarby FF,AIK Stockholm,2,1
19/10/2025,IF Elfsborg,Osters IF,5,1
19/10/2025,IFK Varnamo,IF Brommapojkarna,1,1
20/10/2025,Degerfors IF,Halmstad,0,1
20/10/2025,IFK Goteborg,Mjallby AIF,0,2
25/10/2025,Djurgardens IF,IFK Varnamo,6,2
25/10/2025,Osters IF,Degerfors IF,1,2
26/10/2025,AIK Stockholm,BK Hacken,2,2
26/10/2025,Halmstad,IFK Goteborg,0,3
26/10/2025,Mjallby AIF,IFK Norrkoping,2,1
26/10/2025,Sirius,IF Elfsborg,4,0
27/10/2025,IF Brommapojkarna,Gais,0,2
27/10/2025,Malmo FF,Hammarby FF,1,3
01/11/2025,BK Hacken,Malmo FF,1,1
01/11/2025,IFK Norrkoping,Sirius,1,2
02/11/2025,Djurgardens IF,IFK Goteborg,0,0
02/11/2025,Gais,Osters IF,1,1
02/11/2025,Halmstad,IF Brommapojkarna,0,0
02/11/2025,IF Elfsborg,AIK Stockholm,0,3
03/11/2025,Degerfors IF,Hammarby FF,1,1
03/11/2025,IFK Varnamo,Mjallby AIF,0,5
09/11/2025,AIK Stockholm,Halmstad,0,2
09/11/2025,Hammarby FF,IF Elfsborg,3,0
09/11/2025,IF Brommapojkarna,Degerfors IF,1,3
09/11/2025,IFK Goteborg,IFK Norrkoping,2,0
09/11/2025,Malmo FF,Gais,2,1
09/11/2025,Mjallby AIF,BK Hacken,1,0
09/11/2025,Osters IF,Djurgardens IF,1,3
09/11/2025,Sirius,IFK Varnamo,3,1
22/11/2025,Orgryte IS,IFK Norrkoping,3,0
29/11/2025,IFK Norrkoping,Orgryte IS,0,0
04/04/2026,Degerfors IF,Sirius,0,3
04/04/2026,Hammarby FF,Mjallby AIF,3,0
05/04/2026,AIK Stockholm,Halmstad,2,1
05/04/2026,Kalmar FF,Vasteras SK FK,0,1
05/04/2026,Orgryte IS,Malmo FF,1,1
06/04/2026,BK Hacken,IF Brommapojkarna,2,2
06/04/2026,Gais,Djurgardens IF,0,1
06/04/2026,IF Elfsborg,IFK Goteborg,2,0
11/04/2026,IFK Goteborg,BK Hacken,0,2
11/04/2026,Mjallby AIF,Orgryte IS,0,2
11/04/2026,Vasteras SK FK,IF Elfsborg,2,2
12/04/2026,Djurgardens IF,Kalmar FF,3,2
12/04/2026,Halmstad,Degerfors IF,0,3
12/04/2026,Malmo FF,Gais,3,1
13/04/2026,IF Brommapojkarna,AIK Stockholm,2,2
13/04/2026,Sirius,Hammarby FF,2,0
17/04/2026,Degerfors IF,IF Elfsborg,0,1
17/04/2026,Djurgardens IF,Malmo FF,0,1
18/04/2026,Halmstad,IFK Goteborg,1,1
18/04/2026,Hammarby FF,Orgryte IS,8,1
18/04/2026,Mjallby AIF,IF Brommapojkarna,3,0
18/04/2026,Sirius,Vasteras SK FK,4,1
19/04/2026,AIK Stockholm,Kalmar FF,1,0
19/04/2026,BK Hacken,Gais,2,1
22/04/2026,Hammarby FF,Halmstad,1,1
22/04/2026,IF Elfsborg,Djurgardens IF,2,1
22/04/2026,Orgryte IS,IF Brommapojkarna,1,2
22/04/2026,Vasteras SK FK,BK Hacken,3,3
23/04/2026,Degerfors IF,AIK Stockholm,2,1
23/04/2026,Gais,Mjallby AIF,0,0
23/04/2026,Kalmar FF,IFK Goteborg,1,1
23/04/2026,Malmo FF,Sirius,2,3
26/04/2026,Djurgardens IF,Hammarby FF,1,1
