Date,HomeTeam,AwayTeam,FTHG,FTAG
29/12/2024,Farense,Guimaraes,2,2
29/12/2024,Rio Ave,Nacional,2,1
29/12/2024,Sp Braga,Casa Pia,1,2
29/12/2024,Sp Lisbon,Benfica,1,0
30/12/2024,Famalicao,Santa Clara,1,2
03/01/2025,Guimaraes,Sp Lisbon,4,4
04/01/2025,Moreirense,AVS,1,1
04/01/2025,Benfica,Sp Braga,1,2
04/01/2025,Boavista,Arouca,1,3
05/01/2025,Santa Clara,Farense,0,0
05/01/2025,Casa Pia,Famalicao,1,1
05/01/2025,Estrela,Estoril,2,4
06/01/2025,Gil Vicente,Rio Ave,1,1
12/01/2025,Nacional,Porto,2,0
17/01/2025,Benfica,Famalicao,4,0
18/01/2025,Santa Clara,Estoril,2,3
18/01/2025,Rio Ave,Sp Lisbon,0,3
18/01/2025,Guimaraes,Arouca,2,2
19/01/2025,Moreirense,Farense,0,0
19/01/2025,Nacional,AVS,3,1
19/01/2025,Estrela,Sp Braga,0,1
19/01/2025,Gil Vicente,Porto,3,1
20/01/2025,Boavista,Casa Pia,2,3
24/01/2025,Arouca,Moreirense,1,0
25/01/2025,Famalicao,Estrela,0,0
25/01/2025,Farense,Rio Ave,1,2
25/01/2025,Casa Pia,Benfica,3,1
25/01/2025,Sp Lisbon,Nacional,2,0
26/01/2025,Estoril,Guimaraes,1,0
26/01/2025,Porto,Santa Clara,1,1
26/01/2025,Sp Braga,Boavista,3,0
27/01/2025,AVS,Gil Vicente,1,0
31/01/2025,Boavista,Famalicao,0,2
01/02/2025,Nacional,Arouca,1,2
01/02/2025,Santa Clara,Casa Pia,2,1
01/02/2025,Gil Vicente,Estoril,1,2
01/02/2025,Guimaraes,AVS,2,0
02/02/2025,Sp Lisbon,Farense,3,1
02/02/2025,Estrela,Benfica,2,3
03/02/2025,Moreirense,Sp Braga,1,2
03/02/2025,Rio Ave,Porto,2,2
07/02/2025,Porto,Sp Lisbon,1,1
08/02/2025,AVS,Santa Clara,1,2
08/02/2025,Benfica,Moreirense,3,2
08/02/2025,Famalicao,Guimaraes,0,0
09/02/2025,Estoril,Boavista,2,1
09/02/2025,Farense,Nacional,0,2
09/02/2025,Sp Braga,Gil Vicente,2,0
09/02/2025,Casa Pia,Estrela,1,0
10/02/2025,Arouca,Rio Ave,1,1
14/02/2025,Boavista,Estrela,0,1
15/02/2025,Moreirense,Casa Pia,3,2
15/02/2025,Nacional,Estoril,2,2
15/02/2025,Santa Clara,Benfica,0,1
15/02/2025,Sp Lisbon,Arouca,2,2
16/02/2025,Rio Ave,AVS,1,1
16/02/2025,Farense,Porto,0,1
16/02/2025,Guimaraes,Sp Braga,0,0
17/02/2025,Gil Vicente,Famalicao,0,2
21/02/2025,Sp Braga,Nacional,1,0
22/02/2025,Casa Pia,Gil Vicente,1,0
22/02/2025,Benfica,Boavista,3,0
22/02/2025,Estoril,Rio Ave,2,1
23/02/2025,Arouca,Farense,2,2
23/02/2025,Estrela,Santa Clara,0,0
23/02/2025,AVS,Sp Lisbon,2,2
23/02/2025,Famalicao,Moreirense,2,0
24/02/2025,Porto,Guimaraes,1,1
01/03/2025,Nacional,Famalicao,2,1
01/03/2025,Arouca,Porto,0,2
01/03/2025,Guimaraes,Casa Pia,1,0
02/03/2025,Boavista,Santa Clara,1,0
02/03/2025,Moreirense,Estrela,1,1
02/03/2025,Farense,AVS,0,1
02/03/2025,Rio Ave,Sp Braga,2,1
03/03/2025,Sp Lisbon,Estoril,3,1
07/03/2025,Estrela,Gil Vicente,1,1
08/03/2025,AVS,Arouca,0,1
08/03/2025,Benfica,Nacional,3,0
08/03/2025,Estoril,Farense,2,2
08/03/2025,Sp Braga,Porto,1,0
09/03/2025,Santa Clara,Moreirense,1,1
09/03/2025,Casa Pia,Sp Lisbon,1,3
09/03/2025,Boavista,Guimaraes,1,2
10/03/2025,Famalicao,Rio Ave,1,0
15/03/2025,Farense,Sp Braga,0,1
15/03/2025,Gil Vicente,Santa Clara,0,1
15/03/2025,Porto,AVS,2,0
15/03/2025,Sp Lisbon,Famalicao,3,1
16/03/2025,Arouca,Estoril,1,1
16/03/2025,Nacional,Casa Pia,3,1
16/03/2025,Rio Ave,Benfica,2,3
16/03/2025,Guimaraes,Estrela,2,0
16/03/2025,Moreirense,Boavista,1,0
28/03/2025,Gil Vicente,Benfica,0,3
29/03/2025,Casa Pia,Rio Ave,2,1
29/03/2025,Estrela,Sp Lisbon,0,3
29/03/2025,Sp Braga,Arouca,2,1
30/03/2025,Famalicao,AVS,4,1
30/03/2025,Santa Clara,Nacional,1,0
30/03/2025,Estoril,Porto,1,2
30/03/2025,Moreirense,Guimaraes,2,2
01/04/2025,Boavista,Gil Vicente,1,3
02/04/2025,Benfica,Farense,3,2
04/04/2025,AVS,Estoril,0,3
05/04/2025,Arouca,Famalicao,1,2
05/04/2025,Guimaraes,Santa Clara,2,0
06/04/2025,Gil Vicente,Moreirense,0,1
06/04/2025,Nacional,Estrela,0,1
06/04/2025,Porto,Benfica,1,4
07/04/2025,Farense,Casa Pia,0,0
07/04/2025,Rio Ave,Boavista,0,2
07/04/2025,Sp Lisbon,Sp Braga,1,1
11/04/2025,Gil Vicente,Guimaraes,0,1
12/04/2025,Boavista,Nacional,0,1
12/04/2025,Famalicao,Estoril,3,0
12/04/2025,Santa Clara,Sp Lisbon,0,1
12/04/2025,Casa Pia,Porto,0,1
13/04/2025,Estrela,Farense,0,1
13/04/2025,Benfica,Arouca,2,2
13/04/2025,Sp Braga,AVS,4,1
13/04/2025,Moreirense,Rio Ave,0,2
18/04/2025,Farense,Boavista,0,1
18/04/2025,Rio Ave,Santa Clara,1,1
18/04/2025,Porto,Famalicao,2,1
18/04/2025,Sp Lisbon,Moreirense,3,1
19/04/2025,AVS,Casa Pia,1,1
19/04/2025,Nacional,Gil Vicente,0,3
19/04/2025,Arouca,Estrela,1,0
19/04/2025,Estoril,Sp Braga,0,2
19/04/2025,Guimaraes,Benfica,0,3
25/04/2025,Famalicao,Sp Braga,1,1
26/04/2025,Santa Clara,Arouca,2,0
26/04/2025,Gil Vicente,Farense,1,0
26/04/2025,Estrela,Porto,2,0
27/04/2025,Moreirense,Nacional,1,1
27/04/2025,Benfica,AVS,6,0
27/04/2025,Guimaraes,Rio Ave,3,0
27/04/2025,Boavista,Sp Lisbon,0,5
29/04/2025,Casa Pia,Estoril,1,3
02/05/2025,Porto,Moreirense,3,1
03/05/2025,Farense,Famalicao,2,1
03/05/2025,Nacional,Guimaraes,1,2
03/05/2025,Sp Braga,Santa Clara,1,1
03/05/2025,Estoril,Benfica,1,2
04/05/2025,Arouca,Casa Pia,0,0
04/05/2025,Sp Lisbon,Gil Vicente,2,1
05/05/2025,Rio Ave,Estrela,2,0
05/05/2025,AVS,Boavista,1,2
10/05/2025,Nacional,Rio Ave,3,3
10/05/2025,Santa Clara,Famalicao,2,1
10/05/2025,Benfica,Sp Lisbon,1,1
10/05/2025,Casa Pia,Sp Braga,2,1
10/05/2025,Gil Vicente,Arouca,1,1
11/05/2025,Estrela,AVS,0,1
11/05/2025,Guimaraes,Farense,1,2
11/05/2025,Moreirense,Estoril,2,2
11/05/2025,Boavista,Porto,1,2
16/05/2025,Famalicao,Casa Pia,2,1
16/05/2025,Rio Ave,Gil Vicente,1,1
17/05/2025,Arouca,Boavista,4,1
17/05/2025,AVS,Moreirense,0,3
17/05/2025,Estoril,Estrela,4,0
17/05/2025,Farense,Santa Clara,1,2
17/05/2025,Porto,Nacional,3,0
17/05/2025,Sp Braga,Benfica,1,1
17/05/2025,Sp Lisbon,Guimaraes,2,0
08/08/2025,Casa Pia,Sp Lisbon,0,2
09/08/2025,Nacional,Gil Vicente,0,2
09/08/2025,Arouca,AVS,3,1
10/08/2025,Famalicao,Santa Clara,3,0
10/08/2025,Moreirense,Alverca,2,1
10/08/2025,Sp Braga,Tondela,3,0
11/08/2025,Estoril,Estrela,1,1
11/08/2025,Porto,Guimaraes,3,0
15/08/2025,AVS,Casa Pia,0,2
16/08/2025,Tondela,Famalicao,0,1
16/08/2025,Guimaraes,Estoril,3,2
16/08/2025,Estrela,Benfica,0,1
17/08/2025,Rio Ave,Nacional,1,1
17/08/2025,Alverca,Sp Braga,0,3
17/08/2025,Santa Clara,Moreirense,0,1
17/08/2025,Sp Lisbon,Arouca,6,0
18/08/2025,Gil Vicente,Porto,0,2
23/08/2025,Moreirense,Guimaraes,2,0
23/08/2025,Nacional,Sp Lisbon,1,4
23/08/2025,Arouca,Rio Ave,3,3
23/08/2025,Benfica,Tondela,3,0
24/08/2025,Famalicao,Gil Vicente,0,0
24/08/2025,Porto,Casa Pia,4,0
24/08/2025,Sp Braga,AVS,2,2
25/08/2025,Estrela,Alverca,2,2
29/08/2025,Gil Vicente,Moreirense,2,0
30/08/2025,Casa Pia,Nacional,0,2
30/08/2025,AVS,Famalicao,0,1
30/08/2025,Guimaraes,Arouca,1,1
30/08/2025,Sp Lisbon,Porto,1,2
31/08/2025,Tondela,Estoril,2,2
31/08/2025,Alverca,Benfica,1,2
31/08/2025,Rio Ave,Sp Braga,2,2
31/08/2025,Santa Clara,Estrela,0,0
06/09/2025,Estoril,Santa Clara,0,1
12/09/2025,Alverca,Tondela,1,0
12/09/2025,Benfica,Santa Clara,1,1
13/09/2025,Estoril,AVS,3,1
13/09/2025,Moreirense,Rio Ave,3,1
13/09/2025,Porto,Nacional,1,0
13/09/2025,Famalicao,Sp Lisbon,1,2
14/09/2025,Estrela,Guimaraes,0,2
14/09/2025,Arouca,Casa Pia,0,2
14/09/2025,Sp Braga,Gil Vicente,0,1
19/09/2025,Rio Ave,Porto,0,3
20/09/2025,Nacional,Arouca,1,2
20/09/2025,Santa Clara,Alverca,2,1
20/09/2025,AVS,Benfica,0,3
20/09/2025,Guimaraes,Sp Braga,1,1
21/09/2025,Tondela,Estrela,0,0
21/09/2025,Gil Vicente,Estoril,2,0
21/09/2025,Casa Pia,Famalicao,1,1
22/09/2025,Sp Lisbon,Moreirense,3,0
23/09/2025,Benfica,Rio Ave,1,1
26/09/2025,Benfica,Gil Vicente,2,1
27/09/2025,Moreirense,Casa Pia,2,1
27/09/2025,Santa Clara,Tondela,1,2
27/09/2025,Estrela,AVS,3,0
27/09/2025,Estoril,Sp Lisbon,0,1
28/09/2025,Alverca,Guimaraes,2,0
28/09/2025,Sp Braga,Nacional,0,1
28/09/2025,Famalicao,Rio Ave,0,0
29/09/2025,Arouca,Porto,0,4
03/10/2025,Casa Pia,Estoril,2,2
04/10/2025,Gil Vicente,Estrela,2,0
04/10/2025,Nacional,Moreirense,3,2
